"mthyr","country","price","year","month"
1998-06-01,"Belgium",77.3816,1998,6
1998-06-01,"Denmark",65.0552,1998,6
1998-06-01,"France",72.331,1998,6
1998-06-01,"Greece",113.6733,1998,6
1998-06-01,"Ireland",82.0499,1998,6
1998-06-01,"Italy",88.2696,1998,6
1998-06-01,"Netherlands",66.9829,1998,6
1998-06-01,"Spain",83.3607,1998,6
1998-07-01,"Belgium",84.0468,1998,7
1998-07-01,"Denmark",65.0357,1998,7
1998-07-01,"France",69.0528,1998,7
1998-07-01,"Greece",116.1528,1998,7
1998-07-01,"Ireland",81.9187,1998,7
1998-07-01,"Italy",86.8959,1998,7
1998-07-01,"Netherlands",66.083,1998,7
1998-07-01,"Spain",87.6849,1998,7
1998-08-01,"Belgium",86.1622,1998,8
1998-08-01,"Denmark",64.6406,1998,8
1998-08-01,"France",68.914,1998,8
1998-08-01,"Greece",114.1286,1998,8
1998-08-01,"Ireland",81.8854,1998,8
1998-08-01,"Italy",102.7521,1998,8
1998-08-01,"Netherlands",66.6239,1998,8
1998-08-01,"Spain",90.55,1998,8
1998-09-01,"Belgium",74.3006,1998,9
1998-09-01,"Denmark",62.84,1998,9
1998-09-01,"France",67.184,1998,9
1998-09-01,"Greece",112.2745,1998,9
1998-09-01,"Ireland",74.6063,1998,9
1998-09-01,"Italy",109.2669,1998,9
1998-09-01,"Netherlands",66.8088,1998,9
1998-09-01,"Spain",94.6637,1998,9
1998-10-01,"Belgium",58.5496,1998,10
1998-10-01,"Denmark",63.0485,1998,10
1998-10-01,"France",66.5317,1998,10
1998-10-01,"Greece",113.3659,1998,10
1998-10-01,"Ireland",74.1985,1998,10
1998-10-01,"Italy",97.7026,1998,10
1998-10-01,"Netherlands",66.1799,1998,10
1998-10-01,"Spain",79.1122,1998,10
1998-11-01,"Belgium",49.8413,1998,11
1998-11-01,"Denmark",58.9737,1998,11
1998-11-01,"France",65.4357,1998,11
1998-11-01,"Greece",117.0971,1998,11
1998-11-01,"Ireland",73.9181,1998,11
1998-11-01,"Italy",86.2004,1998,11
1998-11-01,"Netherlands",64.3243,1998,11
1998-11-01,"Spain",72.5245,1998,11
1998-12-01,"Belgium",60.1891,1998,12
1998-12-01,"Denmark",58.9524,1998,12
1998-12-01,"France",65.2514,1998,12
1998-12-01,"Greece",116.7676,1998,12
1998-12-01,"Ireland",72.3255,1998,12
1998-12-01,"Italy",84.9311,1998,12
1998-12-01,"Netherlands",61.6542,1998,12
1998-12-01,"Spain",71.575,1998,12
1999-01-01,"Belgium",73.7483,1999,1
1999-01-01,"Denmark",58.9959,1999,1
1999-01-01,"France",64.8671,1999,1
1999-01-01,"Greece",117.898,1999,1
1999-01-01,"Ireland",72.7941,1999,1
1999-01-01,"Italy",92.8414,1999,1
1999-01-01,"Netherlands",60.3528,1999,1
1999-01-01,"Spain",66.8386,1999,1
1999-02-01,"Belgium",67.551,1999,2
1999-02-01,"Denmark",59.0435,1999,2
1999-02-01,"France",64.2115,1999,2
1999-02-01,"Greece",118.7081,1999,2
1999-02-01,"Ireland",72.3751,1999,2
1999-02-01,"Italy",96.9958,1999,2
1999-02-01,"Netherlands",60.3528,1999,2
1999-02-01,"Spain",75.409,1999,2
1999-03-01,"Belgium",63.7086,1999,3
1999-03-01,"Denmark",59.0649,1999,3
1999-03-01,"France",63.8609,1999,3
1999-03-01,"Greece",118.4176,1999,3
1999-03-01,"Ireland",73.2258,1999,3
1999-03-01,"Italy",97.9631,1999,3
1999-03-01,"Netherlands",59.899,1999,3
1999-03-01,"Spain",73.4377,1999,3
1999-04-01,"Belgium",52.6774,1999,4
1999-04-01,"Denmark",59.0633,1999,4
1999-04-01,"France",63.4035,1999,4
1999-04-01,"Greece",117.5571,1999,4
1999-04-01,"Ireland",73.2258,1999,4
1999-04-01,"Italy",88.7686,1999,4
1999-04-01,"Netherlands",59.4452,1999,4
1999-04-01,"Spain",63.1664,1999,4
1999-05-01,"Belgium",58.8747,1999,5
1999-05-01,"Denmark",59.0586,1999,5
1999-05-01,"France",63.4188,1999,5
1999-05-01,"Greece",117.4957,1999,5
1999-05-01,"Ireland",73.2258,1999,5
1999-05-01,"Italy",77.8915,1999,5
1999-05-01,"Netherlands",58.5376,1999,5
1999-05-01,"Spain",66.4239,1999,5
1999-06-01,"Belgium",44.9431,1999,6
1999-06-01,"Denmark",58.9391,1999,6
1999-06-01,"France",63.7389,1999,6
1999-06-01,"Greece",117.092,1999,6
1999-06-01,"Ireland",73.2258,1999,6
1999-06-01,"Italy",69.1613,1999,6
1999-06-01,"Netherlands",57.6301,1999,6
1999-06-01,"Spain",62.1266,1999,6
1999-07-01,"Belgium",42.4642,1999,7
1999-07-01,"Denmark",57.6706,1999,7
1999-07-01,"France",63.0682,1999,7
1999-07-01,"Greece",116.588,1999,7
1999-07-01,"Ireland",73.2258,1999,7
1999-07-01,"Italy",64.8143,1999,7
1999-07-01,"Netherlands",57.1763,1999,7
1999-07-01,"Spain",58.2621,1999,7
1999-08-01,"Belgium",67.551,1999,8
1999-08-01,"Denmark",57.0076,1999,8
1999-08-01,"France",62.5498,1999,8
1999-08-01,"Greece",115.8287,1999,8
1999-08-01,"Ireland",73.2258,1999,8
1999-08-01,"Italy",89.518,1999,8
1999-08-01,"Netherlands",57.1763,1999,8
1999-08-01,"Spain",63.6953,1999,8
1999-09-01,"Belgium",69.1623,1999,9
1999-09-01,"Denmark",56.3649,1999,9
1999-09-01,"France",62.7633,1999,9
1999-09-01,"Greece",115.5014,1999,9
1999-09-01,"Ireland",73.2258,1999,9
1999-09-01,"Italy",90.8603,1999,9
1999-09-01,"Netherlands",57.1763,1999,9
1999-09-01,"Spain",79.3937,1999,9
1999-10-01,"Belgium",61.9734,1999,10
1999-10-01,"Denmark",56.3672,1999,10
1999-10-01,"France",62.5193,1999,10
1999-10-01,"Greece",115.4379,1999,10
1999-10-01,"Ireland",73.2258,1999,10
1999-10-01,"Italy",89.8428,1999,10
1999-10-01,"Netherlands",57.1763,1999,10
1999-10-01,"Spain",63.4909,1999,10
1999-11-01,"Belgium",48.3392,1999,11
1999-11-01,"Denmark",56.343,1999,11
1999-11-01,"France",62.748,1999,11
1999-11-01,"Greece",114.8115,1999,11
1999-11-01,"Ireland",73.2258,1999,11
1999-11-01,"Italy",82.9378,1999,11
1999-11-01,"Netherlands",57.1763,1999,11
1999-11-01,"Spain",66.8386,1999,11
1999-12-01,"Belgium",49.3308,1999,12
1999-12-01,"Denmark",56.3149,1999,12
1999-12-01,"France",62.7938,1999,12
1999-12-01,"Greece",114.4155,1999,12
1999-12-01,"Ireland",73.2258,1999,12
1999-12-01,"Italy",75.3516,1999,12
1999-12-01,"Netherlands",56.2687,1999,12
1999-12-01,"Spain",66.6402,1999,12
2000-01-01,"Belgium",64.4523,2000,1
2000-01-01,"Denmark",56.2877,2000,1
2000-01-01,"France",63.5255,2000,1
2000-01-01,"Greece",112.0237,2000,1
2000-01-01,"Ireland",73.2258,2000,1
2000-01-01,"Italy",NA,2000,1
2000-01-01,"Netherlands",55.815,2000,1
2000-01-01,"Spain",73.4497,2000,1
2000-02-01,"Belgium",68.1707,2000,2
2000-02-01,"Denmark",56.2771,2000,2
2000-02-01,"France",63.8456,2000,2
2000-02-01,"Greece",111.5205,2000,2
2000-02-01,"Ireland",73.2258,2000,2
2000-02-01,"Italy",NA,2000,2
2000-02-01,"Netherlands",56.2687,2000,2
2000-02-01,"Spain",85.1394,2000,2
2000-03-01,"Belgium",67.427,2000,3
2000-03-01,"Denmark",56.262,2000,3
2000-03-01,"France",64.3335,2000,3
2000-03-01,"Greece",111.7008,2000,3
2000-03-01,"Ireland",73.2258,2000,3
2000-03-01,"Italy",NA,2000,3
2000-03-01,"Netherlands",56.7225,2000,3
2000-03-01,"Spain",93.4333,2000,3
2000-04-01,"Belgium",63.2128,2000,4
2000-04-01,"Denmark",56.2378,2000,4
2000-04-01,"France",64.7756,2000,4
2000-04-01,"Greece",112.4572,2000,4
2000-04-01,"Ireland",73.2258,2000,4
2000-04-01,"Italy",NA,2000,4
2000-04-01,"Netherlands",58.0839,2000,4
2000-04-01,"Spain",91.5702,2000,4
2000-05-01,"Belgium",67.427,2000,5
2000-05-01,"Denmark",56.5911,2000,5
2000-05-01,"France",65.2939,2000,5
2000-05-01,"Greece",111.776,2000,5
2000-05-01,"Ireland",72.7941,2000,5
2000-05-01,"Italy",NA,2000,5
2000-05-01,"Netherlands",58.9914,2000,5
2000-05-01,"Spain",80.0728,2000,5
2000-06-01,"Belgium",75.6075,2000,6
2000-06-01,"Denmark",56.5631,2000,6
2000-06-01,"France",65.4006,2000,6
2000-06-01,"Greece",111.3369,2000,6
2000-06-01,"Ireland",73.2258,2000,6
2000-06-01,"Italy",NA,2000,6
2000-06-01,"Netherlands",59.899,2000,6
2000-06-01,"Spain",74.1769,2000,6
2000-07-01,"Belgium",73.1286,2000,7
2000-07-01,"Denmark",56.8448,2000,7
2000-07-01,"France",65.3396,2000,7
2000-07-01,"Greece",111.2373,2000,7
2000-07-01,"Ireland",73.2258,2000,7
2000-07-01,"Italy",NA,2000,7
2000-07-01,"Netherlands",61.2603,2000,7
2000-07-01,"Spain",77.9332,2000,7
2000-08-01,"Belgium",77.3428,2000,8
2000-08-01,"Denmark",56.8532,2000,8
2000-08-01,"France",70.1265,2000,8
2000-08-01,"Greece",111.0609,2000,8
2000-08-01,"Ireland",73.2258,2000,8
2000-08-01,"Italy",NA,2000,8
2000-08-01,"Netherlands",62.1679,2000,8
2000-08-01,"Spain",83.9133,2000,8
2000-09-01,"Belgium",75.3101,2000,9
2000-09-01,"Denmark",57.4859,2000,9
2000-09-01,"France",65.4769,2000,9
2000-09-01,"Greece",111.0798,2000,9
2000-09-01,"Ireland",73.2258,2000,9
2000-09-01,"Italy",NA,2000,9
2000-09-01,"Netherlands",63.0755,2000,9
2000-09-01,"Spain",100.0745,2000,9
2000-10-01,"Belgium",75.3101,2000,10
2000-10-01,"Denmark",58.2769,2000,10
2000-10-01,"France",65.7818,2000,10
2000-10-01,"Greece",113.1372,2000,10
2000-10-01,"Ireland",73.2258,2000,10
2000-10-01,"Italy",NA,2000,10
2000-10-01,"Netherlands",63.5292,2000,10
2000-10-01,"Spain",99.1069,2000,10
2000-11-01,"Belgium",76.847,2000,11
2000-11-01,"Denmark",58.8756,2000,11
2000-11-01,"France",65.8275,2000,11
2000-11-01,"Greece",114.0192,2000,11
2000-11-01,"Ireland",73.2258,2000,11
2000-11-01,"Italy",NA,2000,11
2000-11-01,"Netherlands",64.4368,2000,11
2000-11-01,"Spain",79.55,2000,11
2000-12-01,"Belgium",81.5074,2000,12
2000-12-01,"Denmark",58.863,2000,12
2000-12-01,"France",67.2758,2000,12
2000-12-01,"Greece",120.1118,2000,12
2000-12-01,"Ireland",73.2258,2000,12
2000-12-01,"Italy",NA,2000,12
2000-12-01,"Netherlands",65.7981,2000,12
2000-12-01,"Spain",101.1143,2000,12
2001-01-01,"Belgium",80.8133,2001,1
2001-01-01,"Denmark",59.4839,2001,1
2001-01-01,"France",69.26,2001,1
2001-01-01,"Greece",122.3859,2001,1
2001-01-01,"Ireland",73.2258,2001,1
2001-01-01,"Italy",NA,2001,1
2001-01-01,"Netherlands",67.6405,2001,1
2001-01-01,"Spain",101.8535,2001,1
2001-02-01,"Belgium",94.8193,2001,2
2001-02-01,"Denmark",59.7615,2001,2
2001-02-01,"France",69.94,2001,2
2001-02-01,"Greece",124.1937,2001,2
2001-02-01,"Ireland",73.2258,2001,2
2001-02-01,"Italy",NA,2001,2
2001-02-01,"Netherlands",70.2089,2001,2
2001-02-01,"Spain",111.037,2001,2
2001-03-01,"Belgium",91.4231,2001,3
2001-03-01,"Denmark",61.4927,2001,3
2001-03-01,"France",70.16,2001,3
2001-03-01,"Greece",124.5752,2001,3
2001-03-01,"Ireland",74.6987,2001,3
2001-03-01,"Italy",NA,2001,3
2001-03-01,"Netherlands",71.9196,2001,3
2001-03-01,"Spain",114.0721,2001,3
2001-04-01,"Belgium",86.4653,2001,4
2001-04-01,"Denmark",62.8408,2001,4
2001-04-01,"France",70.36,2001,4
2001-04-01,"Greece",124.3962,2001,4
2001-04-01,"Ireland",74.6987,2001,4
2001-04-01,"Italy",NA,2001,4
2001-04-01,"Netherlands",73.2038,2001,4
2001-04-01,"Spain",100.2789,2001,4
2001-05-01,"Belgium",76.847,2001,5
2001-05-01,"Denmark",63.2606,2001,5
2001-05-01,"France",70.49,2001,5
2001-05-01,"Greece",124.5752,2001,5
2001-05-01,"Ireland",76.1462,2001,5
2001-05-01,"Italy",NA,2001,5
2001-05-01,"Netherlands",73.6304,2001,5
2001-05-01,"Spain",90.1278,2001,5
2001-06-01,"Belgium",86.143,2001,6
2001-06-01,"Denmark",63.5909,2001,6
2001-06-01,"France",70.88,2001,6
2001-06-01,"Greece",124.5547,2001,6
2001-06-01,"Ireland",76.1462,2001,6
2001-06-01,"Italy",NA,2001,6
2001-06-01,"Netherlands",74.488,2001,6
2001-06-01,"Spain",91.2877,2001,6
2001-07-01,"Belgium",81.8049,2001,7
2001-07-01,"Denmark",63.6695,2001,7
2001-07-01,"France",71.19,2001,7
2001-07-01,"Greece",125.931,2001,7
2001-07-01,"Ireland",76.1462,2001,7
2001-07-01,"Italy",NA,2001,7
2001-07-01,"Netherlands",74.0615,2001,7
2001-07-01,"Spain",100.8438,2001,7
2001-08-01,"Belgium",89.2417,2001,8
2001-08-01,"Denmark",64.0698,2001,8
2001-08-01,"France",71.68,2001,8
2001-08-01,"Greece",125.5759,2001,8
2001-08-01,"Ireland",75.8542,2001,8
2001-08-01,"Italy",NA,2001,8
2001-08-01,"Netherlands",74.488,2001,8
2001-08-01,"Spain",106.7518,2001,8
2001-09-01,"Belgium",80.2679,2001,9
2001-09-01,"Denmark",66.3862,2001,9
2001-09-01,"France",72.56,2001,9
2001-09-01,"Greece",125.6376,2001,9
2001-09-01,"Ireland",75.8542,2001,9
2001-09-01,"Italy",NA,2001,9
2001-09-01,"Netherlands",74.0615,2001,9
2001-09-01,"Spain",95.8975,2001,9
2001-10-01,"Belgium",63.7086,2001,10
2001-10-01,"Denmark",66.4273,2001,10
2001-10-01,"France",71.7,2001,10
2001-10-01,"Greece",123.1959,2001,10
2001-10-01,"Ireland",75.86,2001,10
2001-10-01,"Italy",NA,2001,10
2001-10-01,"Netherlands",72.7773,2001,10
2001-10-01,"Spain",76.7733,2001,10
2001-11-01,"Belgium",59.197,2001,11
2001-11-01,"Denmark",66.2172,2001,11
2001-11-01,"France",70.82,2001,11
2001-11-01,"Greece",122.964,2001,11
2001-11-01,"Ireland",75.86,2001,11
2001-11-01,"Italy",NA,2001,11
2001-11-01,"Netherlands",72.3462,2001,11
2001-11-01,"Spain",82.5009,2001,11
2001-12-01,"Belgium",46.8023,2001,12
2001-12-01,"Denmark",65.0267,2001,12
2001-12-01,"France",71.14,2001,12
2001-12-01,"Greece",122.427,2001,12
2001-12-01,"Ireland",75.86,2001,12
2001-12-01,"Italy",NA,2001,12
2001-12-01,"Netherlands",70.2089,2001,12
2001-12-01,"Spain",73.1131,2001,12
2002-01-01,"Belgium",61,2002,1
2002-01-01,"Denmark",64.4432,2002,1
2002-01-01,"France",70.28,2002,1
2002-01-01,"Greece",122.0872,2002,1
2002-01-01,"Ireland",75.87,2002,1
2002-01-01,"Italy",NA,2002,1
2002-01-01,"Netherlands",66.98,2002,1
2002-01-01,"Spain",62.41,2002,1
2002-02-01,"Belgium",69.5,2002,2
2002-02-01,"Denmark",63.1233,2002,2
2002-02-01,"France",70.43,2002,2
2002-02-01,"Greece",122.0669,2002,2
2002-02-01,"Ireland",76.53,2002,2
2002-02-01,"Italy",NA,2002,2
2002-02-01,"Netherlands",65.09,2002,2
2002-02-01,"Spain",63.32,2002,2
2002-03-01,"Belgium",68.75,2002,3
2002-03-01,"Denmark",62.4294,2002,3
2002-03-01,"France",69.67,2002,3
2002-03-01,"Greece",122.583,2002,3
2002-03-01,"Ireland",75.85,2002,3
2002-03-01,"Italy",NA,2002,3
2002-03-01,"Netherlands",64.15,2002,3
2002-03-01,"Spain",78.28,2002,3
2002-04-01,"Belgium",59.25,2002,4
2002-04-01,"Denmark",61.608,2002,4
2002-04-01,"France",68.3,2002,4
2002-04-01,"Greece",121.3163,2002,4
2002-04-01,"Ireland",76.52,2002,4
2002-04-01,"Italy",NA,2002,4
2002-04-01,"Netherlands",62.74,2002,4
2002-04-01,"Spain",84.64,2002,4
2002-05-01,"Belgium",59.2,2002,5
2002-05-01,"Denmark",61.0576,2002,5
2002-05-01,"France",67.94,2002,5
2002-05-01,"Greece",118.3266,2002,5
2002-05-01,"Ireland",76.52,2002,5
2002-05-01,"Italy",NA,2002,5
2002-05-01,"Netherlands",62.26,2002,5
2002-05-01,"Spain",81.18,2002,5
2002-06-01,"Belgium",72.2,2002,6
2002-06-01,"Denmark",61.079,2002,6
2002-06-01,"France",67.82,2002,6
2002-06-01,"Greece",117.0463,2002,6
2002-06-01,"Ireland",75.85,2002,6
2002-06-01,"Italy",NA,2002,6
2002-06-01,"Netherlands",62.74,2002,6
2002-06-01,"Spain",67.42,2002,6
2002-07-01,"Belgium",72.2,2002,7
2002-07-01,"Denmark",60.4299,2002,7
2002-07-01,"France",67.8,2002,7
2002-07-01,"Greece",113.6707,2002,7
2002-07-01,"Ireland",75.85,2002,7
2002-07-01,"Italy",NA,2002,7
2002-07-01,"Netherlands",63.21,2002,7
2002-07-01,"Spain",73.97,2002,7
2002-08-01,"Belgium",71.75,2002,8
2002-08-01,"Denmark",58.3008,2002,8
2002-08-01,"France",66.81,2002,8
2002-08-01,"Greece",112.9954,2002,8
2002-08-01,"Ireland",75.85,2002,8
2002-08-01,"Italy",NA,2002,8
2002-08-01,"Netherlands",63.68,2002,8
2002-08-01,"Spain",74.95,2002,8
2002-09-01,"Belgium",79,2002,9
2002-09-01,"Denmark",57.0882,2002,9
2002-09-01,"France",66.76,2002,9
2002-09-01,"Greece",111.9994,2002,9
2002-09-01,"Ireland",75.77,2002,9
2002-09-01,"Italy",NA,2002,9
2002-09-01,"Netherlands",63.68,2002,9
2002-09-01,"Spain",89.51,2002,9
2002-10-01,"Belgium",67.6,2002,10
2002-10-01,"Denmark",57.0683,2002,10
2002-10-01,"France",66.76,2002,10
2002-10-01,"Greece",111.5766,2002,10
2002-10-01,"Ireland",75.85,2002,10
2002-10-01,"Italy",NA,2002,10
2002-10-01,"Netherlands",62.74,2002,10
2002-10-01,"Spain",82.64,2002,10
2002-11-01,"Belgium",58.5,2002,11
2002-11-01,"Denmark",57.0813,2002,11
2002-11-01,"France",66.9,2002,11
2002-11-01,"Greece",112.3458,2002,11
2002-11-01,"Ireland",75.85,2002,11
2002-11-01,"Italy",NA,2002,11
2002-11-01,"Netherlands",62.26,2002,11
2002-11-01,"Spain",69.2,2002,11
2002-12-01,"Belgium",52,2002,12
2002-12-01,"Denmark",57.0936,2002,12
2002-12-01,"France",66.64,2002,12
2002-12-01,"Greece",112.136,2002,12
2002-12-01,"Ireland",75.85,2002,12
2002-12-01,"Italy",NA,2002,12
2002-12-01,"Netherlands",61.79,2002,12
2002-12-01,"Spain",62.27,2002,12
2003-01-01,"Belgium",63.25,2003,1
2003-01-01,"Denmark",57.0475,2003,1
2003-01-01,"France",66.21,2003,1
2003-01-01,"Greece",111.124,2003,1
2003-01-01,"Ireland",75.85,2003,1
2003-01-01,"Italy",NA,2003,1
2003-01-01,"Netherlands",61.79,2003,1
2003-01-01,"Spain",74.86,2003,1
2003-02-01,"Belgium",66.5,2003,2
2003-02-01,"Denmark",57.0529,2003,2
2003-02-01,"France",65.98,2003,2
2003-02-01,"Greece",110.9529,2003,2
2003-02-01,"Ireland",75.85,2003,2
2003-02-01,"Italy",NA,2003,2
2003-02-01,"Netherlands",60.85,2003,2
2003-02-01,"Spain",67.02,2003,2
2003-03-01,"Belgium",81,2003,3
2003-03-01,"Denmark",57.0859,2003,3
2003-03-01,"France",65.79,2003,3
2003-03-01,"Greece",112.165,2003,3
2003-03-01,"Ireland",75.85,2003,3
2003-03-01,"Italy",NA,2003,3
2003-03-01,"Netherlands",61.79,2003,3
2003-03-01,"Spain",80.57,2003,3
2003-04-01,"Belgium",75.4,2003,4
2003-04-01,"Denmark",57.1005,2003,4
2003-04-01,"France",66.4,2003,4
2003-04-01,"Greece",112.6684,2003,4
2003-04-01,"Ireland",75.85,2003,4
2003-04-01,"Italy",NA,2003,4
2003-04-01,"Netherlands",61.79,2003,4
2003-04-01,"Spain",70.32,2003,4
2003-05-01,"Belgium",87,2003,5
2003-05-01,"Denmark",57.1075,2003,5
2003-05-01,"France",66.29,2003,5
2003-05-01,"Greece",110.615,2003,5
2003-05-01,"Ireland",75.85,2003,5
2003-05-01,"Italy",NA,2003,5
2003-05-01,"Netherlands",61.79,2003,5
2003-05-01,"Spain",81.32,2003,5
2003-06-01,"Belgium",90,2003,6
2003-06-01,"Denmark",57.1044,2003,6
2003-06-01,"France",66.23,2003,6
2003-06-01,"Greece",110.6102,2003,6
2003-06-01,"Ireland",75.85,2003,6
2003-06-01,"Italy",NA,2003,6
2003-06-01,"Netherlands",62.26,2003,6
2003-06-01,"Spain",79.93,2003,6
2003-07-01,"Belgium",91.25,2003,7
2003-07-01,"Denmark",57.0414,2003,7
2003-07-01,"France",66.2,2003,7
2003-07-01,"Greece",112.5746,2003,7
2003-07-01,"Ireland",75.85,2003,7
2003-07-01,"Italy",NA,2003,7
2003-07-01,"Netherlands",65.09,2003,7
2003-07-01,"Spain",108.72,2003,7
2003-08-01,"Belgium",74.25,2003,8
2003-08-01,"Denmark",57.0491,2003,8
2003-08-01,"France",66.33,2003,8
2003-08-01,"Greece",111.9608,2003,8
2003-08-01,"Ireland",75.85,2003,8
2003-08-01,"Italy",NA,2003,8
2003-08-01,"Netherlands",66.04,2003,8
2003-08-01,"Spain",115.83,2003,8
2003-09-01,"Belgium",73.25,2003,9
2003-09-01,"Denmark",57.0867,2003,9
2003-09-01,"France",67.04,2003,9
2003-09-01,"Greece",116.86,2003,9
2003-09-01,"Ireland",76.73,2003,9
2003-09-01,"Italy",NA,2003,9
2003-09-01,"Netherlands",66.04,2003,9
2003-09-01,"Spain",114.15,2003,9
2003-10-01,"Belgium",60.6,2003,10
2003-10-01,"Denmark",57.0652,2003,10
2003-10-01,"France",67.77,2003,10
2003-10-01,"Greece",120.9752,2003,10
2003-10-01,"Ireland",76.73,2003,10
2003-10-01,"Italy",NA,2003,10
2003-10-01,"Netherlands",65.09,2003,10
2003-10-01,"Spain",76.66,2003,10
2003-11-01,"Belgium",64.5,2003,11
2003-11-01,"Denmark",57.6846,2003,11
2003-11-01,"France",68.36,2003,11
2003-11-01,"Greece",123.6207,2003,11
2003-11-01,"Ireland",76.73,2003,11
2003-11-01,"Italy",NA,2003,11
2003-11-01,"Netherlands",64.15,2003,11
2003-11-01,"Spain",70.76,2003,11
2003-12-01,"Belgium",62,2003,12
2003-12-01,"Denmark",57.6466,2003,12
2003-12-01,"France",68.97,2003,12
2003-12-01,"Greece",123.5574,2003,12
2003-12-01,"Ireland",82.17,2003,12
2003-12-01,"Italy",NA,2003,12
2003-12-01,"Netherlands",62.26,2003,12
2003-12-01,"Spain",62.95,2003,12
